coord_key	n_samples	country	state	municipality	town	type	class	display_name
54.8847,12.14		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbølle Hestehave, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.885,11.0135		Danmark	Region Sjælland	Lolland Kommune	Tårs	hamlet	place	Tårs, Lolland Kommune, Region Sjælland, 4912, Danmark
54.8882,9.5756		Danmark	Region Syddanmark	Sønderborg Kommune	Rinkenæs	hamlet	place	Dalsgård, Rinkenæs, Sønderborg Kommune, Region Syddanmark, 6300, Danmark
54.8883,12.0546		Danmark	Region Sjælland	Guldborgsund Kommune	Ore	hamlet	place	Ore Strand, Ore, Guldborgsund Kommune, Region Sjælland, 4850, Danmark
54.8884,12.0553		Danmark	Region Sjælland	Guldborgsund Kommune	Ore	hamlet	place	Ore Strand, Ore, Guldborgsund Kommune, Region Sjælland, 4850, Danmark
54.8884,9.6563		Danmark	Region Syddanmark	Sønderborg Kommune	Broager	isolated_dwelling	place	Nejs Mølle, Broager Vestermark, Broager, Sønderborg Kommune, Region Syddanmark, 6310, Danmark
54.8886,11.8645		Danmark	Region Sjælland	Guldborgsund Kommune	Nørre Alslev	quarter	place	Neble, Nørre Alslev, Guldborgsund Kommune, Region Sjælland, 4840, Danmark
54.8908,12.0296		Danmark	Region Sjælland	Guldborgsund Kommune	Stubbekøbing	village	place	Stubbekøbing, Guldborgsund Kommune, Region Sjælland, 4850, Danmark
54.891,11.2608		Danmark	Region Sjælland	Lolland Kommune	Horslunde	hamlet	place	Tinghuse, Horslunde, Lolland Kommune, Region Sjælland, 4913, Danmark
54.8913,12.0292		Danmark	Region Sjælland	Guldborgsund Kommune	Stubbekøbing	village	place	Stubbekøbing, Guldborgsund Kommune, Region Sjælland, 4850, Danmark
54.8916,9.6636		Danmark	Region Syddanmark	Sønderborg Kommune	Broager	isolated_dwelling	place	Nejs Mølle, Broager Vestermark, Broager, Sønderborg Kommune, Region Syddanmark, 6310, Danmark
54.8916,9.6637		Danmark	Region Syddanmark	Sønderborg Kommune	Broager	isolated_dwelling	place	Nejs Mølle, Broager Vestermark, Broager, Sønderborg Kommune, Region Syddanmark, 6310, Danmark
54.893,11.9388		Danmark	Region Sjælland	Guldborgsund Kommune	Gundslev	hamlet	place	Gundslev, Guldborgsund Kommune, Region Sjælland, 4863, Danmark
54.8938,11.105		Danmark	Region Sjælland	Lolland Kommune	Vesterbo	hamlet	place	Vesterbo, Lolland Kommune, Region Sjælland, 4912, Danmark
54.8945,9.8498		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	hamlet	place	Klinting, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.895,12.1283		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8952,10.0591		Danmark	Region Syddanmark	Sønderborg Kommune	Ny Pøl	hamlet	place	Ny Pøl, Sønderborg Kommune, Region Syddanmark, Danmark
54.8955,9.8504		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	hamlet	place	Klinting, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.8961,12.1282		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8963,12.1278		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8968,12.1277		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8975,12.1274		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8978,15.4245								
54.898,12.1252		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8981,12.1262		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8983,9.794		Danmark	Region Syddanmark	Sønderborg Kommune	Kær	village	place	Kær, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.8985,12.1252		Danmark	Region Sjælland	Vordingborg Kommune	Hårbølle Havn	hamlet	place	Hårbøllebro, Hårbølle Havn, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.8988,10.7933		Danmark	Region Syddanmark	Langeland Kommune	Helleved	hamlet	place	Helleved, Langeland Kommune, Region Syddanmark, 5900, Danmark
54.8998,11.8827		Danmark	Region Sjælland	Guldborgsund Kommune	Nørre Alslev	quarter	place	Skerris, Nørre Alslev, Guldborgsund Kommune, Region Sjælland, 4840, Danmark
54.8998,14.4878								
54.8999,11.8828		Danmark	Region Sjælland	Guldborgsund Kommune	Nørre Alslev	quarter	place	Skerris, Nørre Alslev, Guldborgsund Kommune, Region Sjælland, 4840, Danmark
54.9001,9.0927		Danmark	Region Syddanmark	Aabenraa Kommune	Rens	village	place	Rens, Aabenraa Kommune, Region Syddanmark, Danmark
54.9003,12.2346		Danmark	Region Sjælland	Vordingborg Kommune		administrative	boundary	Vordingborg Kommune, Region Sjælland, Danmark
54.9005,9.2612		Danmark	Region Syddanmark	Aabenraa Kommune	Broderup	hamlet	place	Broderup, Aabenraa Kommune, Region Syddanmark, 6360, Danmark
54.9006,12.2347		Danmark	Region Sjælland	Vordingborg Kommune		administrative	boundary	Vordingborg Kommune, Region Sjælland, Danmark
54.9013,10.3334		Danmark	Region Syddanmark	Ærø Kommune	Bølkemose	hamlet	place	Bølkemose, Ærø Kommune, Region Syddanmark, 5985, Danmark
54.9014,9.82		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	quarter	place	Nystaden, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9018,9.8186		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	quarter	place	Nystaden, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9018,9.8425		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	hamlet	place	Klinting, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9022,10.3186		Danmark	Region Syddanmark	Ærø Kommune	Bølkemose	hamlet	place	Bølkemose, Ærø Kommune, Region Syddanmark, 5985, Danmark
54.9022,14.275								
54.9027,9.8445		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	hamlet	place	Klinting, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9032,9.8345		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	hamlet	place	Klinting, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9056,9.5893		Danmark	Region Syddanmark	Sønderborg Kommune	Gråsten	hamlet	place	Alnor, Gråsten, Sønderborg Kommune, Region Syddanmark, 6300, Danmark
54.9063,9.5886		Danmark	Region Syddanmark	Sønderborg Kommune	Gråsten	hamlet	place	Alnor, Gråsten, Sønderborg Kommune, Region Syddanmark, 6300, Danmark
54.9078,10.0138		Danmark	Region Syddanmark	Sønderborg Kommune	Lysabild	isolated_dwelling	place	Lillemommark, Galgebjerg, Lysabild, Sønderborg Kommune, Region Syddanmark, 6470, Danmark
54.909,9.8579		Danmark	Region Syddanmark	Sønderborg Kommune		farm	place	Roigård, Vollerup, Sønderborg Kommune, Region Syddanmark, Danmark
54.9094,12.2314		Danmark	Region Sjælland	Vordingborg Kommune		administrative	boundary	Vordingborg Kommune, Region Sjælland, Danmark
54.9096,12.0807		Danmark	Region Sjælland	Vordingborg Kommune	Bogø By	village	place	Bogø By, Vordingborg Kommune, Region Sjælland, 4793, Danmark
54.91,12.08		Danmark	Region Sjælland	Vordingborg Kommune	Bogø By	village	place	Bogø By, Vordingborg Kommune, Region Sjælland, 4793, Danmark
54.91,9.7019		Danmark	Region Syddanmark	Sønderborg Kommune	Dybbøl	hamlet	place	Bøffelkobbel, Dybbøl, Sønderborg Kommune, Region Syddanmark, 6310, Danmark
54.9104,12.2298		Danmark	Region Sjælland	Vordingborg Kommune	Liseby	hamlet	place	Liseby, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.9106,12.2294		Danmark	Region Sjælland	Vordingborg Kommune	Liseby	hamlet	place	Liseby, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.9106,12.2315		Danmark	Region Sjælland	Vordingborg Kommune		administrative	boundary	Vordingborg Kommune, Region Sjælland, Danmark
54.9108,9.5459		Danmark	Region Syddanmark	Sønderborg Kommune	Rinkenæs	hamlet	place	Hovgård, Rinkenæs, Sønderborg Kommune, Region Syddanmark, 6300, Danmark
54.9113,12.2299		Danmark	Region Sjælland	Vordingborg Kommune	Liseby	hamlet	place	Liseby, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.9118,9.234		Danmark	Region Syddanmark	Aabenraa Kommune	Gerrebæk	hamlet	place	Gerrebæk, Aabenraa Kommune, Region Syddanmark, 6360, Danmark
54.912,8.922		Danmark	Region Syddanmark	Tønder Kommune	Tønder	hamlet	place	Sæd Grænse, Tønder, Tønder Kommune, Region Syddanmark, 6270, Danmark
54.912,9.078		Danmark	Region Syddanmark	Aabenraa Kommune	Burkal	hamlet	place	Burkal, Aabenraa Kommune, Region Syddanmark, 6372, Danmark
54.9125,11.7564		Danmark	Region Sjælland	Guldborgsund Kommune	Øster Kippinge	hamlet	place	Vester Kippinge, Øster Kippinge, Guldborgsund Kommune, Region Sjælland, Danmark
54.914,9.8324		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	hamlet	place	Spang, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9151,9.7945		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	quarter	place	Nystaden, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9157,9.7956		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	quarter	place	Nystaden, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.919,11.4921		Danmark				administrative	boundary	Danmark
54.92,14.2355								
54.9218,8.8542		Danmark	Region Syddanmark	Tønder Kommune	Tønder	isolated_dwelling	place	Engholm, Ubjerg, Tønder, Tønder Kommune, Region Syddanmark, 6270, Danmark
54.9231,9.7239		Danmark	Region Syddanmark	Sønderborg Kommune	Dybbøl	quarter	place	Dybbølvesten, Ny Frydendal, Dybbøl, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.9234,10.8145		Danmark	Region Syddanmark	Langeland Kommune	Spodsbjerg	hamlet	place	Drejet, Spodsbjerg, Langeland Kommune, Region Syddanmark, Danmark
54.9243,12.0476		Danmark	Region Sjælland	Vordingborg Kommune	Bogø By	quarter	place	Gammelby, Bogø By, Vordingborg Kommune, Region Sjælland, 4793, Danmark
54.9243,12.0477		Danmark	Region Sjælland	Vordingborg Kommune	Bogø By	quarter	place	Gammelby, Bogø By, Vordingborg Kommune, Region Sjælland, 4793, Danmark
54.9247,9.5963		Danmark	Region Syddanmark	Sønderborg Kommune	Egernsund	hamlet	place	Fisknæs, Egernsund, Sønderborg Kommune, Region Syddanmark, 6320, Danmark
54.9251,9.5947		Danmark	Region Syddanmark	Sønderborg Kommune	Fiskbæk	hamlet	place	Fiskbæk, Sønderborg Kommune, Region Syddanmark, 6300, Danmark
54.9254,9.2352		Danmark	Region Syddanmark	Aabenraa Kommune	Gerrebæk	hamlet	place	Gerrebæk, Aabenraa Kommune, Region Syddanmark, 6360, Danmark
54.9262,9.7738		Danmark	Region Syddanmark	Sønderborg Kommune	Sønderborg	isolated_dwelling	place	Lillemølle, Stovgård, Sønderborg, Sønderborg Kommune, Region Syddanmark, 6400, Danmark
54.927,9.2497		Danmark	Region Syddanmark	Aabenraa Kommune	Tinglev	hamlet	place	Klingbjerg, Tinglev, Aabenraa Kommune, Region Syddanmark, 6360, Danmark
54.9273,9.2485		Danmark	Region Syddanmark	Aabenraa Kommune	Tinglev	hamlet	place	Klingbjerg, Tinglev, Aabenraa Kommune, Region Syddanmark, 6360, Danmark
54.9286,10.7354		Danmark	Region Syddanmark	Langeland Kommune	Rudkøbing	quarter	place	Kohave, Kulepile, Rudkøbing, Langeland Kommune, Region Syddanmark, 5900, Danmark
54.9301,10.7213		Danmark	Region Syddanmark	Langeland Kommune	Rudkøbing	quarter	place	Sommerlyst, Rudkøbing, Langeland Kommune, Region Syddanmark, 5900, Danmark
54.9307,9.4148		Danmark	Region Syddanmark	Aabenraa Kommune	Kliplev	village	place	Kliplev, Aabenraa Kommune, Region Syddanmark, Danmark
54.9316,9.8716		Danmark	Region Syddanmark	Sønderborg Kommune	Høruphav	farm	place	Hovløkkegård, Vollerup, Høruphav, Sønderborg Kommune, Region Syddanmark, 6440, Danmark
54.9349,10.7368		Danmark	Region Syddanmark	Langeland Kommune	Rudkøbing	quarter	place	Kohave, Kulepile, Rudkøbing, Langeland Kommune, Region Syddanmark, 5900, Danmark
54.9362,9.3332		Danmark	Region Syddanmark	Aabenraa Kommune	Bjerndrup	hamlet	place	Bjerndrup, Aabenraa Kommune, Region Syddanmark, Danmark
54.9369,15.4521								
54.9374,8.8755		Danmark	Region Syddanmark	Tønder Kommune	Tønder	town	place	Tønder, Tønder Kommune, Region Syddanmark, 6270, Danmark
54.9376,8.8757		Danmark	Region Syddanmark	Tønder Kommune	Tønder	town	place	Tønder, Tønder Kommune, Region Syddanmark, 6270, Danmark
54.9389,12.2279		Danmark	Region Sjælland	Vordingborg Kommune	Ny Æbelnæs	hamlet	place	Ny Æbelnæs, Vordingborg Kommune, Region Sjælland, 4780, Danmark
54.9392,9.2574		Danmark	Region Syddanmark	Aabenraa Kommune	Tinglev	hamlet	place	Klingbjerg, Tinglev, Aabenraa Kommune, Region Syddanmark, 6360, Danmark
54.9395,10.7127		Danmark	Region Syddanmark	Langeland Kommune	Rudkøbing	quarter	place	Sommerlyst, Rudkøbing, Langeland Kommune, Region Syddanmark, 5900, Danmark
54.9399,10.2407		Danmark	Region Syddanmark	Ærø Kommune	Søby	village	place	Søby, Ærø Kommune, Region Syddanmark, 5985, Danmark
54.94,10.2418		Danmark	Region Syddanmark	Ærø Kommune	Søby	village	place	Søby, Ærø Kommune, Region Syddanmark, 5985, Danmark
54.9405,10.2402		Danmark	Region Syddanmark	Ærø Kommune	Søby	village	place	Søby, Ærø Kommune, Region Syddanmark, 5985, Danmark
54.9413,12.2176		Danmark	Region Sjælland	Vordingborg Kommune	Damsholte	hamlet	place	Damsholte, Vordingborg Kommune, Region Sjælland, 4792, Danmark
54.9414,10.2396		Danmark	Region Syddanmark	Ærø Kommune	Søby	village	place	Søby, Ærø Kommune, Region Syddanmark, 5985, Danmark
54.9417,10.7157		Danmark	Region Syddanmark	Langeland Kommune	Rudkøbing	quarter	place	Sommerlyst, Rudkøbing, Langeland Kommune, Region Syddanmark, 5900, Danmark
54.9419,12.2345		Danmark	Region Sjælland	Vordingborg Kommune	Ny Æbelnæs	hamlet	place	Ny Æbelnæs, Vordingborg Kommune, Region Sjælland, 4780, Danmark
54.9432,12.236		Danmark	Region Sjælland	Vordingborg Kommune	Ny Æbelnæs	hamlet	place	Ny Æbelnæs, Vordingborg Kommune, Region Sjælland, 4780, Danmark
54.9432,12.2362		Danmark	Region Sjælland	Vordingborg Kommune	Ny Æbelnæs	hamlet	place	Ny Æbelnæs, Vordingborg Kommune, Region Sjælland, 4780, Danmark
54.9453,9.6164		Danmark	Region Syddanmark	Sønderborg Kommune	Kobberholm	hamlet	place	Kobberholm, Sønderborg Kommune, Region Syddanmark, 6320, Danmark
54.9454,8.8473		Danmark	Region Syddanmark	Tønder Kommune	Tønder	town	place	Tønder, Tønder Kommune, Region Syddanmark, 6270, Danmark
54.9455,8.8473		Danmark	Region Syddanmark	Tønder Kommune	Abild	village	place	Abild, Tønder Kommune, Region Syddanmark, 6270, Danmark
54.9501,12.4757		Danmark	Region Sjælland	Vordingborg Kommune	Klintholm Havn	hamlet	place	Busemarke, Klintholm Havn, Vordingborg Kommune, Region Sjælland, 4791, Danmark
54.9502,11.984		Danmark	Region Sjælland	Vordingborg Kommune		administrative	boundary	Vordingborg Kommune, Region Sjælland, Danmark
54.9511,12.5138		Danmark	Region Sjælland	Vordingborg Kommune	Kraneled	hamlet	place	Kraneled, Vordingborg Kommune, Region Sjælland, 4791, Danmark
54.9511,9.5623		Danmark	Region Syddanmark	Aabenraa Kommune		isolated_dwelling	place	Kølingbjerg, Aabenraa Kommune, Region Syddanmark, 6300, Danmark
54.9513,9.5656		Danmark	Region Syddanmark	Aabenraa Kommune		isolated_dwelling	place	Kølingbjerg, Aabenraa Kommune, Region Syddanmark, 6300, Danmark
54.9522,9.8837		Danmark	Region Syddanmark	Sønderborg Kommune	Augustenborg	farm	place	Abildgård, Lambjerg, Augustenborg, Sønderborg Kommune, Region Syddanmark, 6440, Danmark
54.9523,9.5648		Danmark	Region Syddanmark	Aabenraa Kommune		isolated_dwelling	place	Kølingbjerg, Aabenraa Kommune, Region Syddanmark, 6300, Danmark
54.9526,9.8845		Danmark	Region Syddanmark	Sønderborg Kommune	Augustenborg	farm	place	Abildgård, Lambjerg, Augustenborg, Sønderborg Kommune, Region Syddanmark, 6440, Danmark
54.9535,10.5739		Danmark	Region Syddanmark	Svendborg Kommune	Bjerreby	hamlet	place	Vårø, Bjerreby, Svendborg Kommune, Region Syddanmark, Danmark
54.954,10.5734		Danmark	Region Syddanmark	Svendborg Kommune	Bjerreby	hamlet	place	Vårø, Bjerreby, Svendborg Kommune, Region Syddanmark, Danmark
54.9541,9.5568		Danmark	Region Syddanmark	Aabenraa Kommune		isolated_dwelling	place	Kølingbjerg, Aabenraa Kommune, Region Syddanmark, 6300, Danmark
54.9548,9.5633		Danmark	Region Syddanmark	Aabenraa Kommune		isolated_dwelling	place	Kølingbjerg, Aabenraa Kommune, Region Syddanmark, 6300, Danmark
54.9551,12.4624		Danmark	Region Sjælland	Vordingborg Kommune	Klintholm Havn	hamlet	place	Kobbelhuse, Klintholm Havn, Vordingborg Kommune, Region Sjælland, 4791, Danmark
54.9554,10.5752		Danmark	Region Syddanmark	Svendborg Kommune	Bjerreby	hamlet	place	Vårø, Bjerreby, Svendborg Kommune, Region Syddanmark, Danmark
54.9555,12.358		Danmark				administrative	boundary	Danmark
54.9557,14.3512								
54.956,9.8887		Danmark	Region Syddanmark	Sønderborg Kommune	Augustenborg	farm	place	Thomhavegård, Bro, Augustenborg, Sønderborg Kommune, Region Syddanmark, 6440, Danmark
54.9564,12.5414		Danmark	Region Sjælland	Vordingborg Kommune	Hampeland	hamlet	place	Hampeland, Vordingborg Kommune, Region Sjælland, 4791, Danmark
