coord_key	n_samples	country	state	municipality	town	type	class	display_name
56.1849,10.1802		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Herredsvang, Hasle, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.185,10.175		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Herredsvang, Hasle, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.185,8.756		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.1854,8.6637		Danmark	Region Midtjylland	Herning Kommune		administrative	boundary	Herning Kommune, Region Midtjylland, Danmark
56.1855,8.664		Danmark	Region Midtjylland	Herning Kommune		administrative	boundary	Herning Kommune, Region Midtjylland, Danmark
56.1859,10.18		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Herredsvang, Hasle, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.1863,10.181		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Herredsvang, Hasle, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.1865,10.1816		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Haslevangen, Åbyhøj, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.1867,10.1801		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Herredsvang, Hasle, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.1868,10.0059		Danmark	Region Midtjylland	Aarhus Kommune	Borum	isolated_dwelling	place	Borumbro, Labing, Borum, Aarhus Kommune, Region Midtjylland, 8462, Danmark
56.1869,10.1803		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Herredsvang, Hasle, Aarhus, Aarhus Kommune, Region Midtjylland, 8210, Danmark
56.1872,10.0066		Danmark	Region Midtjylland	Aarhus Kommune	Borum	isolated_dwelling	place	Borumbro, Labing, Borum, Aarhus Kommune, Region Midtjylland, 8462, Danmark
56.1875,10.0567		Danmark	Region Midtjylland	Aarhus Kommune	Mundelstrup	hamlet	place	Yderup, Mundelstrup, Aarhus Kommune, Region Midtjylland, 8471, Danmark
56.1875,9.7586		Danmark	Region Midtjylland	Silkeborg Kommune	Sorring	village	place	Sorring, Silkeborg Kommune, Region Midtjylland, 8641, Danmark
56.1877,9.8552		Danmark	Region Midtjylland	Silkeborg Kommune		administrative	boundary	Silkeborg Kommune, Region Midtjylland, Danmark
56.1877,9.8873		Danmark	Region Midtjylland	Skanderborg Kommune		administrative	boundary	Skanderborg Kommune, Region Midtjylland, Danmark
56.1879,9.8866		Danmark	Region Midtjylland	Skanderborg Kommune		administrative	boundary	Skanderborg Kommune, Region Midtjylland, Danmark
56.1886,10.0078		Danmark	Region Midtjylland	Aarhus Kommune	Borum	isolated_dwelling	place	Borumbro, Labing, Borum, Aarhus Kommune, Region Midtjylland, 8462, Danmark
56.1902,8.7533		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.1903,10.6703		Danmark	Region Midtjylland	Syddjurs Kommune	Ebeltoft	hamlet	place	Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark
56.1905,8.7528		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.1906,10.0106		Danmark	Region Midtjylland	Aarhus Kommune	Borum	isolated_dwelling	place	Borumbro, Labing, Borum, Aarhus Kommune, Region Midtjylland, 8462, Danmark
56.1906,10.05		Danmark	Region Midtjylland	Aarhus Kommune	Mundelstrup	hamlet	place	Yderup, Mundelstrup, Aarhus Kommune, Region Midtjylland, 8471, Danmark
56.1907,8.7531		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.1923,10.5576		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.1932,10.5584		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.1934,10.5507		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.1934,10.553		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.1943,10.5438		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.1947,9.5414		Danmark	Region Midtjylland	Silkeborg Kommune	Silkeborg	suburb	place	Sandmark, Silkeborg, Silkeborg Kommune, Region Midtjylland, 8600, Danmark
56.1947,9.5431		Danmark	Region Midtjylland	Silkeborg Kommune	Silkeborg	suburb	place	Sandmark, Silkeborg, Silkeborg Kommune, Region Midtjylland, 8600, Danmark
56.1957,10.5423		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.196,8.7792		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.196,9.6487		Danmark	Region Midtjylland	Silkeborg Kommune	Resenbro	village	place	Resenbro, Silkeborg Kommune, Region Midtjylland, Danmark
56.1961,10.6777		Danmark	Region Midtjylland	Syddjurs Kommune	Ebeltoft	quarter	place	Skelhøj Bakker, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark
56.1964,10.5312		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.1969,8.2465		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune		isolated_dwelling	place	Dalsgårde, Ringkøbing-Skjern Kommune, Region Midtjylland, 6980, Danmark
56.1974,9.0179		Danmark	Region Midtjylland	Herning Kommune		isolated_dwelling	place	Skinderholm, Herning Kommune, Region Midtjylland, 7451, Danmark
56.1979,10.6767		Danmark	Region Midtjylland	Syddjurs Kommune	Dråby	village	place	Dråby, Syddjurs Kommune, Region Midtjylland, 8400, Danmark
56.1981,9.6474		Danmark	Region Midtjylland	Silkeborg Kommune	Resenbro	village	place	Resenbro, Silkeborg Kommune, Region Midtjylland, Danmark
56.1985,9.6465		Danmark	Region Midtjylland	Silkeborg Kommune	Grauballe	isolated_dwelling	place	Dalsgårde, Grauballe, Silkeborg Kommune, Region Midtjylland, Danmark
56.1995,10.2031		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	hamlet	place	Mollerup, Aarhus, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.1998,10.5211		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.1999,10.6767		Danmark	Region Midtjylland	Syddjurs Kommune	Ebeltoft	quarter	place	Egsmark Strand, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark
56.2001,10.5205		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2002,10.2038		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	hamlet	place	Mollerup, Aarhus, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2002,9.5395		Danmark	Region Midtjylland	Silkeborg Kommune	Silkeborg	suburb	place	Sandmark, Silkeborg, Silkeborg Kommune, Region Midtjylland, 8600, Danmark
56.2003,10.5204		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2005,8.778		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.2007,8.1547		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Brunbjerg	hamlet	place	Brunbjerg, Ringkøbing-Skjern Kommune, Region Midtjylland, Danmark
56.2009,10.2033		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	hamlet	place	Mollerup, Aarhus, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.201,8.1533		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Brunbjerg	hamlet	place	Brunbjerg, Ringkøbing-Skjern Kommune, Region Midtjylland, Danmark
56.2013,8.778		Danmark	Region Midtjylland	Herning Kommune	Vildbjerg	village	place	Vildbjerg, Herning Kommune, Region Midtjylland, 7480, Danmark
56.2014,10.106		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2015,8.154		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Brunbjerg	hamlet	place	Brunbjerg, Ringkøbing-Skjern Kommune, Region Midtjylland, Danmark
56.2017,10.1017		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2019,10.1022		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.202,10.1022		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.202,10.5455		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.202,9.777		Danmark	Region Midtjylland	Favrskov Kommune	Klintrup	hamlet	place	Klintrup, Favrskov Kommune, Region Midtjylland, 8641, Danmark
56.2022,10.1025		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2022,10.1057		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2023,10.1058		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2023,10.5458		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2024,10.5461		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2024,8.2786		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Skarre	hamlet	place	Skarre, Ringkøbing-Skjern Kommune, Region Midtjylland, 6980, Danmark
56.2026,10.1032		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2026,10.106		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2028,10.1047		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2028,8.4123		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Torsted	hamlet	place	Torsted, Ringkøbing-Skjern Kommune, Region Midtjylland, Danmark
56.203,10.1038		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.203,10.104		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2033,10.1046		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2033,10.1056		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2036,10.5323		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2038,10.5302		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2039,10.1038		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2041,10.1046		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2044,10.2551		Danmark	Region Midtjylland	Aarhus Kommune	Aarhus	quarter	place	Vejlby Fed, Egå Bro, Aarhus, Aarhus Kommune, Region Midtjylland, 8240, Danmark
56.2045,10.1069		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2045,10.5334		Danmark	Region Midtjylland	Syddjurs Kommune	Fuglsø	hamlet	place	Fuglsø, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2046,10.1046		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2046,10.1062		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2046,10.1067		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2046,9.4687		Danmark	Region Midtjylland	Silkeborg Kommune	Sinding	village	place	Sinding, Silkeborg Kommune, Region Midtjylland, 8632, Danmark
56.2048,10.1048		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2048,10.1064		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2049,9.0286		Danmark	Region Midtjylland	Herning Kommune	Sunds	hamlet	place	Gammel Sunds, Sunds, Herning Kommune, Region Midtjylland, 7451, Danmark
56.2052,10.1071		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2053,10.1075		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2056,10.1063		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2057,10.0161		Danmark	Region Midtjylland	Aarhus Kommune	Borum	hamlet	place	Borum Feldhede, Borum, Aarhus Kommune, Region Midtjylland, 8471, Danmark
56.2057,8.2302		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Søgårde	hamlet	place	Søgårde, Ringkøbing-Skjern Kommune, Region Midtjylland, 6980, Danmark
56.206,10.1101		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.206,10.5457		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2061,10.1059		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2061,10.545		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2061,10.5453		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2062,10.1046		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2063,10.11		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2064,10.1049		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2064,10.106		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2064,9.0242		Danmark	Region Midtjylland	Herning Kommune	Sunds	hamlet	place	Gammel Sunds, Sunds, Herning Kommune, Region Midtjylland, 7451, Danmark
56.2065,10.1065		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2066,10.1069		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2066,10.1171		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2066,10.1175		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2066,8.2302		Danmark	Region Midtjylland	Ringkøbing-Skjern Kommune	Søgårde	hamlet	place	Søgårde, Ringkøbing-Skjern Kommune, Region Midtjylland, 6980, Danmark
56.2067,10.1051		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2067,10.1177		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2068,10.113		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2068,10.1163		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2068,10.117		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2068,10.1175		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2069,10.1173		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2069,10.5486		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.207,10.108		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.207,10.1085		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.207,10.1112		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.207,10.5233		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.207,10.549		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2071,10.1091		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2071,10.1122		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2071,10.1153		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2071,10.1171		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2071,10.5272		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2071,9.0149		Danmark	Region Midtjylland	Herning Kommune	Sunds	village	place	Sunds, Herning Kommune, Region Midtjylland, 7451, Danmark
56.2072,10.1094		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2072,10.1098		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2072,10.1101		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2072,10.1165		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2072,10.1172		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2072,10.528		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2072,10.5286		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2072,10.5491		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2072,9.0149		Danmark	Region Midtjylland	Herning Kommune	Sunds	village	place	Sunds, Herning Kommune, Region Midtjylland, 7451, Danmark
56.2073,10.1101		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2074,10.109		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2074,10.1094		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2074,10.1159		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2075,10.1096		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2075,10.1097		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2075,10.1181		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2075,10.1198		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2076,10.1201		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2076,10.1203		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2077,10.109		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2077,10.1209		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2077,10.1211		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2078,10.5336		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2079,10.116		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.208,10.1214		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2081,10.1214		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2082,10.1101		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2082,10.1157		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2082,10.1678		Danmark	Region Midtjylland	Aarhus Kommune	Lisbjerg	village	place	Lisbjerg, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2082,10.5342		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2083,10.1233		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2083,10.1237		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2084,10.1214		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2084,10.1665		Danmark	Region Midtjylland	Aarhus Kommune	Lisbjerg	village	place	Lisbjerg, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2084,10.1676		Danmark	Region Midtjylland	Aarhus Kommune	Lisbjerg	village	place	Lisbjerg, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2084,10.5274		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2085,10.1095		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2085,10.528		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2087,10.1059		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
