fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	habitat_type	source_signal	source_code	source_project	source_file	latitude	longitude
MFD09271	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_7	2021-12-22_P08_7-metadata.xlsx	57.17076	9.52953
MFD09272	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.91757	8.42722
MFD09273	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.91777	8.42732
MFD09274	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.81140	8.26637
MFD09275	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_7	2021-12-22_P08_7-metadata.xlsx	56.90432	10.26229
MFD09276	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45883	9.62839
MFD09277	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45892	9.63367
MFD09278	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_7	2021-12-22_P08_7-metadata.xlsx	56.98348	9.28791
MFD09279	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_7	2021-12-22_P08_7-metadata.xlsx	56.90425	10.26224
MFD09280	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_7	2021-12-22_P08_7-metadata.xlsx	56.90403	10.26220
MFD09281	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45905	9.63334
MFD09282	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45913	9.63089
MFD09283	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45879	9.62943
MFD09284	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_7	2021-12-22_P08_7-metadata.xlsx	57.16977	9.52989
MFD09285	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_7	2021-12-22_P08_7-metadata.xlsx	57.06719	9.89400
MFD09286	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.81197	8.26815
MFD09287	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_7	2021-12-22_P08_7-metadata.xlsx	56.90481	10.26122
MFD09288	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_7	2021-12-22_P08_7-metadata.xlsx	56.90477	10.26131
MFD09289	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45881	9.62948
MFD09290	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_7	2021-12-22_P08_7-metadata.xlsx	56.45918	9.63086
MFD09291	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.91784	8.42731
MFD09292	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_7	2021-12-22_P08_7-metadata.xlsx	56.97181	9.92899
MFD09293	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_7	2021-12-22_P08_7-metadata.xlsx	57.49859	9.88619
MFD09294	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.91735	8.42724
MFD09295	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_7	2021-12-22_P08_7-metadata.xlsx	57.49845	9.88773
MFD09297	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09299	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09300	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09301	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09302	Soil	Natural	Dunes	Sea dunes	Dunes creeping willow		natura2000	2170	P08_1	P08_1_filled_table.xlsx		
MFD09303	Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.		natura2000	2250	P08_1	P08_1_filled_table.xlsx		
MFD09304	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09306	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09307	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens		natura2000	7230	P08_1	P08_1_filled_table.xlsx		
MFD09308	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens		natura2000	7210	P08_1	P08_1_filled_table.xlsx		
MFD09309	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09310	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens		natura2000	7210	P08_1	P08_1_filled_table.xlsx		
MFD09311	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)		natura2000	2120	P08_1	P08_1_filled_table.xlsx		
MFD09312	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_1	P08_1_filled_table.xlsx		
MFD09313	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09314	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09315	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09316	Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides		natura2000	2160	P08_1	P08_1_filled_table.xlsx		
MFD09317	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09319	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09320	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09321	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09323	Sediment	Natural	Freshwater	Standing freshwater	Lake, Hard water		natura2000	3140	P09_1	P09_1_filled_table.xlsx		
MFD09325	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens		natura2000	7210	P08_1	P08_1_filled_table.xlsx		
MFD09326	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09327	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains		natura2000	9190	P08_1	P08_1_filled_table.xlsx		
MFD09328	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09329	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09330	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09332	Sediment	Natural	Freshwater	Standing freshwater			natura2000	3100	P09_1	P09_1_filled_table.xlsx		
MFD09333	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_1	P08_1_filled_table.xlsx		
MFD09334	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09335	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09336	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09338	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09339	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09340	Soil	Natural	Forests	Temperate forests	Bog woodland		natura2000	91D0	P08_1	P08_1_filled_table.xlsx		
MFD09342	Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides		natura2000	2160	P08_1	P08_1_filled_table.xlsx		
MFD09345	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs		natura2000	7220	P08_1	P08_1_filled_table.xlsx		
MFD09347	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09348	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09349	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_1	P08_1_filled_table.xlsx		
MFD09351	Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.		natura2000	2250	P08_1	P08_1_filled_table.xlsx		
MFD09352	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09353	Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.		natura2000	2250	P08_1	P08_1_filled_table.xlsx		
MFD09354	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09356	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09357	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09358	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09359	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath		natura2000	4030	P08_1	P08_1_filled_table.xlsx		
MFD09360	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09361	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09364	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex		natura2000	9120	P08_1	P08_1_filled_table.xlsx		
MFD09367	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09368	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09370	Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides		natura2000	2160	P08_1	P08_1_filled_table.xlsx		
MFD09371	Soil	Natural	Dunes	Inland dunes	Inland dunes Empetrum nigrum		natura2000	2320	P08_1	P08_1_filled_table.xlsx		
MFD09373	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_1	P08_1_filled_table.xlsx		
MFD09374	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09375	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09376	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09377	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09378	Sediment	Natural	Freshwater	Standing freshwater	Lake, Dystrophic		natura2000	3160	P09_1	P09_1_filled_table.xlsx		
MFD09379	Sediment	Natural	Freshwater	Standing freshwater	Lake, Hard water		natura2000	3140	P09_1	P09_1_filled_table.xlsx		
MFD09380	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09382	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09383	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09384	Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.		natura2000	2250	P08_1	P08_1_filled_table.xlsx		
MFD09385	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_1	P08_1_filled_table.xlsx		
MFD09387	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09389	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens		natura2000	7230	P08_1	P08_1_filled_table.xlsx		
MFD09390	Soil	Natural	Dunes	Sea dunes	Humid dune slacks		natura2000	2190	P08_1	P08_1_filled_table.xlsx		
MFD09394	Soil	Natural	Dunes	Sea dunes	Embryonic shifting dunes		natura2000	2110	P08_1	P08_1_filled_table.xlsx		
MFD09395	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09396	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09397	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09398	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09399	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains		natura2000	9190	P08_1	P08_1_filled_table.xlsx		
MFD09400	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)		natura2000	2120	P08_1	P08_1_filled_table.xlsx		
MFD09401	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09404	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Annual vegetation of drift lines		natura2000	1210	P08_1	P08_1_filled_table.xlsx		
MFD09406	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09408	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09409	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09411	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09412	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09413	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09414	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09415	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09416	Soil	Natural	Dunes	Sea dunes	Humid dune slacks		natura2000	2190	P08_1	P08_1_filled_table.xlsx		
MFD09418	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09419	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09420	Soil	Natural	Dunes	Sea dunes	Humid dune slacks		natura2000	2190	P08_1	P08_1_filled_table.xlsx		
MFD09421	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09422	Soil	Natural	Dunes	Sea dunes	Dunes creeping willow		natura2000	2170	P08_1	P08_1_filled_table.xlsx		
MFD09423	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09424	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09426	Sediment	Natural	Freshwater	Standing freshwater			natura2000	3100	P09_1	P09_1_filled_table.xlsx		
MFD09427	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09428	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp		natura2000	6430	P08_1	P08_1_filled_table.xlsx		
MFD09429	Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.		natura2000	2250	P08_1	P08_1_filled_table.xlsx		
MFD09430	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09432	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09433	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09434	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09435	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09436	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09437	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex		natura2000	9120	P08_1	P08_1_filled_table.xlsx		
MFD09438	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub		natura2000	5130	P08_1	P08_1_filled_table.xlsx		
MFD09439	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09440	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Active raised bogs		natura2000	7110	P08_1	P08_1_filled_table.xlsx		
MFD09441	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09442	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09443	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09444	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09446	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09447	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09449	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09450	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains		natura2000	9190	P08_1	P08_1_filled_table.xlsx		
MFD09452	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09453	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_1	P08_1_filled_table.xlsx		
MFD09455	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Active raised bogs		natura2000	7110	P08_1	P08_1_filled_table.xlsx		
MFD09456	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens		natura2000	7210	P08_1	P08_1_filled_table.xlsx		
MFD09457	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09459	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens		natura2000	7210	P08_1	P08_1_filled_table.xlsx		
MFD09461	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09462	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09463	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09464	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09465	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens		natura2000	7230	P08_1	P08_1_filled_table.xlsx		
MFD09466	Sediment	Natural	Freshwater	Standing freshwater			natura2000	3100	P09_1	P09_1_filled_table.xlsx		
MFD09467	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	56.1057	12.1808
MFD09468	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09469	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest		natura2000	9160	P08_1	P08_1_filled_table.xlsx		
MFD09470	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	56.0605	12.3681
MFD09471	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09472	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09473	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains		natura2000	9190	P08_1	P08_1_filled_table.xlsx		
MFD09474	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09475	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09476	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09477	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09479	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09480	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09481	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09482	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09484	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09485	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens		natura2000	7210	P08_1	P08_1_filled_table.xlsx		
MFD09487	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09489	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09490	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09491	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09492	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09493	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09495	Soil	Natural	Dunes	Sea dunes	Dunes creeping willow		natura2000	2170	P08_1	P08_1_filled_table.xlsx		
MFD09496	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09497	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09499	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09500	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09501	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp		natura2000	6430	P08_1	P08_1_filled_table.xlsx		
MFD09502	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09503	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09504	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09505	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex		natura2000	9120	P08_1	P08_1_filled_table.xlsx		
MFD09506	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09507	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09508	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09509	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	56.0729	12.2988
MFD09512	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains		natura2000	9190	P08_1	P08_1_filled_table.xlsx		
MFD09514	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09515	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Perennial vegetation of stony banks		natura2000	1220	P08_1	P08_1_filled_table.xlsx		
MFD09516	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
